DESCRIPTION__C,ID,IMAGE__C,NAME,STORE__C,STORE__R.NAME,WALTERB2BSTORE_OUR_PILLARS_LAYOUT__C,WALTERB2BSTORE_OUR_PILLARS_LAYOUT__R.NAME
"PRODUCTIVITY
SAFETY
CUSTOMER EXPERIENCE",a2cO400000GcyuoIAB,https://waltersurfacetechnologies--rundtc.sandbox.file.force.com/sfc/dist/version/download/?oid=00D7A0000000oxS&ids=068O4000000Ukev&d=%2Fa%2FO40000006duj%2FnBwks5gkuBEmtj4Uo6C3ctdlwR.cKa7oATo.BGFbnXk&asPdf=false,Our Pillars,0ZEO9000002S0ojOAC,Walter-EN_CA,a2HO9000000CNTtMAO,EN_CA
