BANNER_DESCRIPTION__C,BANNER_SUB_TITLE__C,BANNER_TITLE__C,ID,IMAGE_URL__C,LAYOUT_TITLE__C,NAME,STORE__C,STORE__R.NAME
Test description,Terms and Conditions of Sale,Term of Use,a3QO40000001aflMAA,https://waltersurfacetechnologies--rundtc.sandbox.file.force.com/sfc/dist/version/download/?oid=00D7A0000000oxS&ids=068O4000000chlf&d=%2Fa%2FO40000008MOL%2FRRHUFKfAll84kpPhOz1vKJY0Sc3ziDq8NGh8.pJtWXs&asPdf=false,Terms and Conditions of Sale,EN_CA,0ZEO9000002S0ojOAC,Walter-EN_CA
