BANNER_DESCRIPTION__C,BANNER_SUB_TITLE__C,BANNER_TITLE__C,ID,IMAGE_URL__C,LAYOUT_TITLE__C,NAME,STORE__C,STORE__R.NAME
,Where to Buy,ABOUT US,a3FO40000001ecvMAA,https://waltersurfacetechnologies--rundtc.sandbox.file.force.com/sfc/dist/version/download/?oid=00D7A0000000oxS&ids=068O4000000PzJd&d=%2Fa%2FO40000008J3t%2FYHlsiKCY9flts0pK6NdUgrxfFeFUOtZP_OdHtOxRTL8&asPdf=false,,EN_CA,0ZEO9000002S0ojOAC,Walter-EN_CA
