BANNER_DESCRIPTION__C,BANNER_SUB_TITLE__C,BANNER_TITLE__C,ID,IMAGE_URL__C,LAYOUT_TITLE__C,NAME,STORE__C,STORE__R.NAME
,Videos,IN THE KNOW,a3OO40000002LoLMAU,https://waltersurfacetechnologies--rundtc.sandbox.my.site.com/us/webruntime/org-asset/d2adf48e24/resource/0817A000000RYpS/assets/images/banner1.jpg,The WALTER Network,EN_CA,0ZEO9000002S0ojOAC,Walter-EN_CA
