BANNER_DESCRIPTION__C,BANNER_SUB_TITLE__C,BANNER_TITLE__C,ID,IMAGE_URL__C,LAYOUT_TITLE__C,NAME,STORE__C,STORE__R.NAME
,Promotions,IN THE KNOW,a3MO40000001VzRMAU,https://waltersurfacetechnologies--rundtc.sandbox.my.site.com/us/webruntime/org-asset/e1cc403c3e/resource/0817A000000RiNx/promotions.jpg,,EN_CA,0ZEO9000002S0ojOAC,Walter-EN_CA
