BANNER_DESCRIPTION__C,BANNER_SUB_TITLE__C,BANNER_TITLE__C,ID,IMAGE_URL__C,LAYOUT_TITLE__C,NAME,STORE__C,STORE__R.NAME
,Apps,IN THE KNOW,a3JO400000028XlMAI,https://waltersurfacetechnologies--rundtc.sandbox.file.force.com/sfc/dist/version/download/?oid=00D7A0000000oxS&ids=068O4000000VhtV&d=%2Fa%2FO40000007BbR%2F5x7Rz.F589me_tA7YpEDtUrVweUWxbMXgPqXpdtAan8&asPdf=false,,EN_CA,0ZEO9000002S0ojOAC,Walter-EN_CA
