"CATALOGID","CATALOG.NAME","ID","NAME","PRODUCTCATEGORYID","PRODUCTCATEGORY.NAME","PRODUCTID","PRODUCT.NAME","PRODUCTTOCATEGORY"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PBvWAM","00007175","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBpQAO","5/8"" x 1-1/4"" 1/4"" Shank Dia SL-5NF Taper Single Cut Carbide Burr - Made in the USA","01t6A000002MSBp0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PBwWAM","00007176","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBoQAO","1/2"" x 1-3/16"" 1/4"" Shank Dia SL-4NF Taper Single Cut Carbide Burr - Made in the USA","01t6A000002MSBo0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PBxWAM","00007177","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBnQAO","3/8"" x 1"" 1/4"" Shank Dia SL-3NF Taper Single Cut Carbide Burr - Made in the USA","01t6A000002MSBn0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PC0WAM","00007178","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBmQAO","1/4"" x 5/8"" 1/4"" Shank Dia SL-1NF Taper Single Cut Carbide Burr - Made in the USA","01t6A000002MSBm0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PC1WAM","00007179","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBSQA4","3/8"" x 3/4"" 1/4"" Shank Dia SL-2 Taper Double Cut Carbide Burr - Made in the USA","01t6A000002MSBS0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PC2WAM","00007180","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBRQA4","3/4"" x 1"" 1/4"" Shank Dia SE-7 Oval/Egg Double Cut Carbide Burr - Made in the USA","01t6A000002MSBR0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PC3WAM","00007181","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBOQA4","5/16"" x 1/2"" 1/4"" Shank Dia SE-2 Oval/Egg Double Cut Carbide Burr - Made in the USA","01t6A000002MSBO0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PC4WAM","00007182","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBMQA4","5/16"" x 1/2"" 1/4"" Shank Dia SE-2 Oval/Egg Single Cut Carbide Burr - Made in the USA","01t6A000002MSBM0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PC5WAM","00007183","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSB7QAO","1/2"" x 1-3/16"" 1/4"" Shank Dia SL-4L6 Taper Double Cut Carbide Burr - Made in the USA","01t6A000002MSB70ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PC6WAM","00007184","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSB6QAO","3/8"" x 1"" 1/4"" Shank Dia SL-3L6 Taper Double Cut Carbide Burr - Made in the USA","01t6A000002MSB60ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PC7WAM","00007185","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSB5QAO","3/4"" x 1-1/2"" 1/4"" Shank Dia SL-7 Taper Double Cut Carbide Burr - Made in the USA","01t6A000002MSB50ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PC8WAM","00007186","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSB4QAO","5/8"" x 1-1/4"" 1/4"" Shank Dia SL-5 Taper Double Cut Carbide Burr - Made in the USA","01t6A000002MSB40ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PC9WAM","00007187","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSB1QAO","1/4"" x 5/8"" 1/4"" Shank Dia SL-1 Taper Double Cut Carbide Burr - Made in the USA","01t6A000002MSB10ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCAWA2","00007188","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSB0QAO","1/8"" x 1/2"" 1/8"" Shank Dia SL-42 Taper Double Cut Carbide Burr - Made in the USA","01t6A000002MSB00ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCBWA2","00007189","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSAyQAO","5/8"" x 5/16"" 1/4"" Shank Dia SK-6 Cone Double Cut Carbide Burr - Made in the USA","01t6A000002MSAy0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCCWA2","00007190","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSAOQA4","5/8"" x 1"" 1/4"" Shank Dia SE-6 Oval/Egg Double Cut Carbide Burr - Made in the USA","01t6A000002MSAO0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCDWA2","00007191","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSANQA4","1/2"" x 7/8"" 1/4"" Shank Dia SE-5 Oval/Egg Double Cut Carbide Burr - Made in the USA","01t6A000002MSAN0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCEWA2","00007192","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSAMQA4","3/8"" x 5/8"" 1/4"" Shank Dia SE-3 Oval/Egg Double Cut Carbide Burr - Made in the USA","01t6A000002MSAM0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCFWA2","00007193","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSALQA4","1/4"" x 3/8"" 1/4"" Shank Dia SE-1 Oval/Egg Double Cut Carbide Burr - Made in the USA","01t6A000002MSAL0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCGWA2","00007194","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSAKQA4","1/4"" x 3/8"" 1/8"" Shank Dia SE-51 Oval/Egg Double Cut Carbide Burr - Made in the USA","01t6A000002MSAK0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCHWA2","00007195","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSAJQA4","1/8"" x 1/4"" 1/8"" Shank Dia SE-41 Oval/Egg Double Cut Carbide Burr - Made in the USA","01t6A000002MSAJ0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCIWA2","00007196","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSAIQA4","1/2"" x 1/2"" 1/4"" Shank Dia SD-5L6 Ball Nose Double Cut Carbide Burr - Made in the USA","01t6A000002MSAI0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCJWA2","00007197","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSAYQA4","3/8"" x 3/4"" 1/4"" Shank Dia SF-3L6 Round Nose Tree Double Cut Carbide Burr - Made in the USA","01t6A000002MSAY0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCKWA2","00007198","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSAXQA4","3/4"" x 1"" 1/4"" Shank Dia SF-7 Round Nose Tree Double Cut Carbide Burr - Made in the USA","01t6A000002MSAX0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCLWA2","00007199","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSAWQA4","5/8"" x 1"" 1/4"" Shank Dia SF-6 Round Nose Tree Double Cut Carbide Burr - Made in the USA","01t6A000002MSAW0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCMWA2","00007200","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSAUQA4","1/2"" x 3/4"" 1/4"" Shank Dia SF-13 Round Nose Tree Double Cut Carbide Burr - Made in the USA","01t6A000002MSAU0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCNWA2","00007201","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSATQA4","3/8"" x 3/4"" 1/4"" Shank Dia SF-3 Round Nose Tree Double Cut Carbide Burr - Made in the USA","01t6A000002MSAT0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCOWA2","00007202","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSASQA4","1/4"" x 5/8"" 1/4"" Shank Dia SF-1 Round Nose Tree Double Cut Carbide Burr - Made in the USA","01t6A000002MSAS0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCPWA2","00007203","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSARQA4","1/4"" x 1/2"" 1/8"" Shank Dia SF-51 Round Nose Tree Double Cut Carbide Burr - Made in the USA","01t6A000002MSAR0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCQWA2","00007204","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSAQQA4","1/8"" x 1/2"" 1/8"" Shank Dia SF-42 Round Nose Tree Double Cut Carbide Burr - Made in the USA","01t6A000002MSAQ0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCRWA2","00007205","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSAPQA4","1/8"" x 1/4"" 1/8"" Shank Dia SF-41 Round Nose Tree Double Cut Carbide Burr - Made in the USA","01t6A000002MSAP0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCSWA2","00007206","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5eQAG","1/2"" x 1"" 1/4"" Shank Dia SF-5L6 Round Nose Tree Single Cut Carbide Burr - Made in the USA","01t6A000002MS5e0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCTWA2","00007207","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5dQAG","3/8"" x 3/4"" 1/4"" Shank Dia SF-3L6 Round Nose Tree Single Cut Carbide Burr - Made in the USA","01t6A000002MS5d0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCUWA2","00007208","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5cQAG","5/8"" x 1"" 1/4"" Shank Dia SF-6 Round Nose Tree Single Cut Carbide Burr - Made in the USA","01t6A000002MS5c0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCVWA2","00007209","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5bQAG","1/2"" x 1"" 1/4"" Shank Dia SF-5 Round Nose Tree Single Cut Carbide Burr - Made in the USA","01t6A000002MS5b0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCWWA2","00007210","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5aQAG","3/8"" x 3/4"" 1/4"" Shank Dia SF-3 Round Nose Tree Single Cut Carbide Burr - Made in the USA","01t6A000002MS5a0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCXWA2","00007211","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5ZQAW","1/4"" x 5/8"" 1/4"" Shank Dia SF-1 Round Nose Tree Single Cut Carbide Burr - Made in the USA","01t6A000002MS5Z0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCYWA2","00007212","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5YQAW","1/4"" x 1/2"" 1/8"" Shank Dia SF-51 Round Nose Tree Single Cut Carbide Burr - Made in the USA","01t6A000002MS5Y0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCZWA2","00007213","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5XQAW","1/8"" x 1/2"" 1/8"" Shank Dia SF-42 Round Nose Tree Single Cut Carbide Burr - Made in the USA","01t6A000002MS5X0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCaWAM","00007214","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5WQAW","1/8"" x 1/4"" 1/8"" Shank Dia SF-41 Round Nose Tree Single Cut Carbide Burr - Made in the USA","01t6A000002MS5W0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCbWAM","00007215","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBeQAO","5/8"" x 1"" 1/4"" Shank Dia SC-6NF Cylindrical - Ball Nosed Single Cut Carbide Burr - Made in the USA","01t6A000002MSBe0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCcWAM","00007216","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBdQAO","1/2"" x 1"" 1/4"" Shank Dia SC-5NF Cylindrical - Ball Nosed Single Cut Carbide Burr - Made in the USA","01t6A000002MSBd0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCdWAM","00007217","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBcQAO","3/8"" x 3/4"" 1/4"" Shank Dia SC-3NF Cylindrical - Ball Nosed Single Cut Carbide Burr - Made in the USA","01t6A000002MSBc0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCeWAM","00007218","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBbQAO","1/4"" x 3/4"" 1/4"" Shank Dia SC-1NF Cylindrical - Ball Nosed Single Cut Carbide Burr - Made in the USA","01t6A000002MSBb0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCfWAM","00007219","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBaQAO","5/8"" x 1"" 1/4"" Shank Dia SB-6NF Cylindrical - End Cut Single Cut Carbide Burr - Made in the USA","01t6A000002MSBa0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCgWAM","00007220","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBZQA4","1/2"" x 1"" 1/4"" Shank Dia SB-5NF Cylindrical - End Cut Single Cut Carbide Burr - Made in the USA","01t6A000002MSBZ0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PChWAM","00007221","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBYQA4","3/8"" x 3/4"" 1/4"" Shank Dia SB-3NF Cylindrical - End Cut Single Cut Carbide Burr - Made in the USA","01t6A000002MSBY0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCiWAM","00007222","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSBXQA4","1/4"" x 3/4"" 1/4"" Shank Dia SB-1NF Cylindrical - End Cut Single Cut Carbide Burr - Made in the USA","01t6A000002MSBX0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCjWAM","00007223","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSAVQA4","1/2"" x 1"" 1/4"" Shank Dia Blackstone[REG] SF-5 Round Nose Tree Double Cut Carbide Burr - Made in the USA","01t6A000002MSAV0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCkWAM","00007224","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSA6QAO","1/2"" x 1"" 1/4"" Shank Dia SC-5L6 Cylindrical - Ball Nosed Double Cut Carbide Burr - Made in the USA","01t6A000002MSA60ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PClWAM","00007225","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSA5QAO","3/8"" x 3/4"" 1/4"" Shank Dia SC-3L6 Cylindrical - Ball Nosed Double Cut Carbide Burr - Made in the USA","01t6A000002MSA50ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCmWAM","00007226","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSA4QAO","3/4"" x 1"" 1/4"" Shank Dia SC-7 Cylindrical - Ball Nosed Double Cut Carbide Burr - Made in the USA","01t6A000002MSA40ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCnWAM","00007227","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MSA3QAO","5/8"" x 1"" 1/4"" Shank Dia SC-6 Cylindrical - Ball Nosed Double Cut Carbide Burr - Made in the USA","01t6A000002MSA30ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCoWAM","00007228","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9zQAG","1/4"" x 3/4"" 1/4"" Shank Dia SC-1 Cylindrical - Ball Nosed Double Cut Carbide Burr - Made in the USA","01t6A000002MS9z0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCpWAM","00007229","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9yQAG","3/16"" x 5/8"" 1/4"" Shank Dia SC-14 Cylindrical - Ball Nosed Double Cut Carbide Burr - Made in the USA","01t6A000002MS9y0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCqWAM","00007230","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9xQAG","1/4"" x 1/2"" 1/8"" Shank Dia SC-51 Cylindrical - Ball Nosed Double Cut Carbide Burr - Made in the USA","01t6A000002MS9x0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCrWAM","00007231","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9wQAG","1/8"" x 1/2"" 1/8"" Shank Dia SC-42 Cylindrical - Ball Nosed Double Cut Carbide Burr - Made in the USA","01t6A000002MS9w0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCsWAM","00007232","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9vQAG","3/32"" x 7/16"" 1/8"" Shank Dia SC-41 Cylindrical - Ball Nosed Double Cut Carbide Burr - Made in the USA","01t6A000002MS9v0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCtWAM","00007233","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9uQAG","1/4"" x 3/4"" 1/4"" Shank Dia SB-1L6 Cylindrical - End Cut Double Cut Carbide Burr - Made in the USA","01t6A000002MS9u0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCuWAM","00007234","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9tQAG","1"" x 1"" 1/4"" Shank Dia SB-9 Cylindrical - End Cut Double Cut Carbide Burr - Made in the USA","01t6A000002MS9t0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCvWAM","00007235","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9sQAG","3/4"" x 1"" 1/4"" Shank Dia SB-7 Cylindrical - End Cut Double Cut Carbide Burr - Made in the USA","01t6A000002MS9s0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCwWAM","00007236","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9rQAG","5/8"" x 1"" 1/4"" Shank Dia SB-6 Cylindrical - End Cut Double Cut Carbide Burr - Made in the USA","01t6A000002MS9r0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCxWAM","00007237","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9qQAG","1/2"" x 1"" 1/4"" Shank Dia SB-5 Cylindrical - End Cut Double Cut Carbide Burr - Made in the USA","01t6A000002MS9q0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCyWAM","00007238","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9pQAG","5/32"" x 5/8"" 1/4"" Shank Dia SB-13 Cylindrical - End Cut Double Cut Carbide Burr - Made in the USA","01t6A000002MS9p0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PCzWAM","00007239","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9oQAG","3/8"" x 3/4"" 1/4"" Shank Dia SB-3 Cylindrical - End Cut Double Cut Carbide Burr - Made in the USA","01t6A000002MS9o0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PD0WAM","00007240","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9nQAG","5/16"" x 3/4"" 1/4"" Shank Dia SB-2 Cylindrical - End Cut Double Cut Carbide Burr - Made in the USA","01t6A000002MS9n0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PD1WAM","00007241","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9mQAG","1/4"" x 3/4"" 1/4"" Shank Dia SB-1 Cylindrical - End Cut Double Cut Carbide Burr - Made in the USA","01t6A000002MS9m0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PD2WAM","00007242","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS9lQAG","1/8"" x 1/2"" 1/8"" Shank Dia SB-43 Cylindrical - End Cut Double Cut Carbide Burr - Made in the USA","01t6A000002MS9l0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PD3WAM","00007243","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS63QAG","3/4"" x 3/8"" 1/4"" Shank Dia SK-7 Countersink / Pointed Tree Single Cut Carbide Burr - Made in the USA","01t6A000002MS630ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PD4WAM","00007244","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS61QAG","1/2"" x 1/4"" 1/4"" Shank Dia SK-5 Countersink / Pointed Tree Single Cut Carbide Burr - Made in the USA","01t6A000002MS610ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PD5WAM","00007245","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5uQAG","3/8"" x 5/16"" 1/4"" Shank Dia SJ-3 Countersink / Pointed Tree Single Cut Carbide Burr - Made in the USA","01t6A000002MS5u0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PD6WAM","00007246","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5tQAG","1/4"" x 3/16"" 1/4"" Shank Dia SJ-1 Countersink / Pointed Tree Single Cut Carbide Burr - Made in the USA","01t6A000002MS5t0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PD7WAM","00007247","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5HQAW","1/2"" x 1"" 1/4"" Shank Dia SC-5L6 Cylindrical - Ball Nosed Single Cut Carbide Burr - Made in the USA","01t6A000002MS5H0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PD8WAM","00007248","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5GQAW","3/8"" x 3/4"" 1/4"" Shank Dia SC-3L6 Cylindrical - Ball Nosed Single Cut Carbide Burr - Made in the USA","01t6A000002MS5G0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PD9WAM","00007249","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5FQAW","5/8"" x 1"" 1/4"" Shank Dia SC-6 Cylindrical - Ball Nosed Single Cut Carbide Burr - Made in the USA","01t6A000002MS5F0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PDAWA2","00007250","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5EQAW","1/2"" x 1"" 1/4"" Shank Dia SC-5 Cylindrical - Ball Nosed Single Cut Carbide Burr - Made in the USA","01t6A000002MS5E0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PDBWA2","00007251","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5DQAW","5/32"" x 5/8"" 1/4"" Shank Dia SC-13 Cylindrical - Ball Nosed Single Cut Carbide Burr - Made in the USA","01t6A000002MS5D0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PDCWA2","00007252","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5CQAW","SC 3/8"" x 3/4"" x 1/4"" SH Ball Nose Cylinder Standard Cut Reg Carb Burr - Made in the USA","01t6A000002MS5C0ZG7A0000008Vrr"
"0ZS7A0000008UZ2WAM","Walter-EN_US Catalog","0ZR7A0000004PDDWA2","00007253","0ZG7A0000008VrrWAE","Automotive Aftermarket","01t6A000002MS5BQAW","5/16"" x 3/4"" 1/4"" Shank Dia SC-2 Cylindrical - Ball Nosed Single Cut Carbide Burr - Made in the USA","01t6A000002MS5B0ZG7A0000008Vrr"
